CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
15304,,Miranda,J,Powell,,2603 Line Court,,Haney,British Columbia,Canada,V2W 1W2,869-555-0114,1944-11-23,Bachelors ,Management,F,M,1,2,0,5,88454
15305,,Jacquelyn,D,Ortega,,1206 Olive St,,Burbank,California,United States,91502,919-555-0119,1945-10-19,Bachelors ,Management,F,S,1,3,0,5,76411
15306,,Victoria,,Sanchez,,3963 Greentree Drive,,Bellingham,Washington,United States,98225,143-555-0113,1945-09-19,Bachelors ,Management,F,M,1,2,0,4,94681
15307,,Jennifer,,Garcia,,9769 Bentley St.,,Los Angeles,California,United States,90012,157-555-0133,1945-04-25,Bachelors ,Management,F,M,1,2,0,4,72611
15308,,Christy,C,Lal,,4675 Pomar Way,,Berkeley,California,United States,94704,266-555-0183,1945-04-11,Bachelors ,Management,F,M,1,2,0,4,79383
15309,,Dylan,C,Wilson,,642 Country View Lane,,Burbank,California,United States,91502,951-555-0169,1945-08-02,Bachelors ,Management,M,M,1,2,0,4,89571
15310,,Amanda,M,Stewart,,6238 Valleymanor,,Langley,British Columbia,Canada,V3A 4R2,187-555-0156,1945-11-18,Bachelors ,Management,F,M,1,2,0,4,102252
15311,,Brandon,J,Thompson,,8499 San Marino Ct.,,Tacoma,Washington,United States,98403,830-555-0125,1945-07-21,Bachelors ,Management,M,M,1,2,0,4,95756
15312,,Alexandria,A,Gonzales,,5359 Piedmont Dr,,Newport Beach,California,United States,92625,147-555-0143,1945-07-15,Bachelors ,Management,F,M,1,2,0,4,82976
15313,,Garrett,C,Morris,,622 Medina Dr.,,Portland,Oregon,United States,97205,173-555-0198,1946-10-28,Bachelors ,Management,M,M,1,2,0,4,96853
15314,,Eduardo,,Torres,,8120 Golden Meadow,,Santa Cruz,California,United States,95062,369-555-0192,1946-08-05,Bachelors ,Management,M,S,1,3,0,5,106128
15315,,Katherine,S,Bennett,,5979 Lynwood Drive,,Renton,Washington,United States,98055,739-555-0110,1946-10-17,Bachelors ,Management,F,M,0,1,1,4,86581
15316,,Alexis,,Harris,,8055 Kiska Court,,Daly City,California,United States,94015,192-555-0138,1947-10-11,Bachelors ,Management,F,M,1,3,0,5,78239
15318,,Grace,D,Watson,,3925 Boyd,,Corvallis,Oregon,United States,97330,886-555-0176,1947-09-21,Bachelors ,Management,F,M,1,0,1,2,86052
15319,,Jade,M,Sanchez,,8482 Rosey View Drive,,Concord,California,United States,94519,914-555-0119,1947-01-04,Bachelors ,Management,F,M,0,1,1,4,86823
15320,,Eduardo,F,Brooks,,8636 St. Francis St.,,Redmond,Washington,United States,98052,637-555-0150,1947-04-19,Bachelors ,Management,M,M,1,1,1,4,100530
15322,,Evan,M,Green,,8741 Barbie Dr.,,Walla Walla,Washington,United States,99362,566-555-0142,1947-08-10,Bachelors ,Management,M,M,1,2,0,5,118892
15324,,Renee,,Serrano,,8871 Likins Ave.,,Central Valley,New York,United States,10917,506-555-0117,1948-05-21,High School,Professional,F,M,0,2,1,2,56154
15325,,Elijah,P,Hayes,,2660 St George Dr,,Port Orchard,Washington,United States,98366,783-555-0162,1948-05-20,Partial College,Professional,M,M,1,1,1,2,102841
15326,,Todd,J,Zheng,,8885 Partridge Dr.,,Chula Vista,California,United States,91910,701-555-0178,1948-09-17,Partial College,Professional,M,M,1,2,1,2,86394
15327,,Paula,,Hernandez,,2976 Dumbarton Drive,,Coronado,California,United States,92118,205-555-0111,1948-12-16,Bachelors ,Management,F,S,1,0,1,2,80682
15328,,Fernando,,Jackson,,6999 Icicle Ct.,,San Diego,California,United States,92102,468-555-0145,1948-11-22,Bachelors ,Management,M,M,1,2,1,4,104981
15330,,Catherine,,Richardson,,9043 Risdon Road,,Bremerton,Washington,United States,98312,847-555-0115,1949-08-25,Partial College,Professional,F,S,0,2,1,2,71538
15331,,Jacob,M,Taylor,,1019 Kenwal Rd.,,Lake Oswego,Oregon,United States,97034,927-555-0155,1949-08-26,Partial College,Professional,M,M,1,2,1,2,89206
15334,,Sydney,J,Williams,,4911 Leonard Ct.,,Royal Oak,British Columbia,Canada,V8X,358-555-0174,1950-05-04,Partial High School,Skilled Manual,F,S,1,2,1,2,43688
15335,,Emily,,Patterson,,6220 Krueger Dr.,,Redmond,Washington,United States,98052,117-555-0161,1950-02-03,Partial College,Professional,F,S,1,2,1,2,78613
15336,,Marco,J,Garcia,,1450 A St.,,Burlingame,California,United States,94010,627-555-0111,1950-09-21,Partial College,Professional,M,M,1,1,1,2,95337
15338,,Marie,J,Navarro,,1295 Fabian Way,,College Station,Texas,United States,77840,621-555-0152,1950-07-01,Partial College,Professional,F,M,1,1,1,2,63165
15339,,Noah,J,Zhang,,1295 Fabian Way,,Fremont,California,United States,94536,925-555-0143,1950-07-01,Partial College,Professional,M,M,1,1,1,2,89599
15341,,Lacey,,Deng,,3257 Toyon Dr.,,Concord,California,United States,94519,495-555-0182,1951-11-12,Partial College,Professional,F,M,1,2,1,2,69701
15342,,Ashlee,L,Raji,,6177 Arleda Lane,,Concord,California,United States,94519,440-555-0114,1951-04-21,Partial College,Professional,F,M,1,2,1,2,91399
15343,,Carson,,Barnes,,2741 Gainborough Dr.,,Lakewood,California,United States,90712,714-555-0197,1951-09-07,Partial College,Professional,M,M,1,2,1,2,104780
15344,,Luke,E,Russell,,5096 Flamingo Dr,,Palo Alto,California,United States,94303,622-555-0116,1951-03-08,Partial College,Professional,M,M,1,1,2,4,101493
15345,,Ashley,R,Perry,,8193 Scenic Ct.,,San Gabriel,California,United States,91776,725-555-0116,1951-05-16,Partial College,Professional,F,M,0,2,2,4,86339
15346,,Charles,E,Rodriguez,,2932 Manuel,,Santa Monica,California,United States,90401,363-555-0187,1951-03-14,Partial College,Professional,M,S,1,2,2,4,93862
15347,,Deanna,A,Alonso,,4641 Miguel Drive,,Bellflower,California,United States,90706,233-555-0114,1952-06-27,High School,Professional,F,M,1,2,1,3,81743
15348,,Greg,G,Carter,,4807 Crawford,,Tacoma,Washington,United States,98403,741-555-0121,1952-11-19,Partial College,Professional,M,S,1,2,2,4,93526
15349,,Stephanie,L,Gonzalez,,3871 Twinview Place,,Torrance,California,United States,90505,735-555-0155,1952-11-10,Partial College,Professional,F,M,1,2,2,4,80757
15351,,Steve,,Lu,,4009 San Ysidro Court,,Burien,Washington,United States,98168,597-555-0183,1952-04-14,Partial College,Professional,M,M,1,2,2,5,99499
15352,,Raymond,,Martinez,,Westheimer Straße 7606,,Poing,Saarland,Germany,66041,1 (11) 500 555-0118,1958-07-20,Bachelors ,Management,M,S,0,4,3,3,144812
15353,,Michele,K,Xu,,4407 Mildred Ln.,,Watford,England,United Kingdom,WA3,1 (11) 500 555-0173,1958-07-03,Partial College,Professional,F,S,0,4,3,3,125949
15354,,Corey,,Kumar,,4186 Green Valley Road,,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0162,1957-02-07,Bachelors ,Management,M,M,1,3,3,3,175887
15356,,Dawn,,Jai,,Roßstr 9928,,Frankfurt am Main,Saarland,Germany,60075,1 (11) 500 555-0162,1955-04-19,Partial High School,Professional,F,M,1,4,4,4,116697
15357,,Craig,,Navarro,,Räuscherweg 24,,Hannover,Nordrhein-Westfalen,Germany,30601,1 (11) 500 555-0193,1955-10-22,Partial High School,Professional,M,M,1,4,4,4,171485
15358,,Danielle,J,Sanders,,6687 Fairlane Place,,Oakland,California,United States,94611,130-555-0153,1932-03-25,Graduate Degree,Management,F,S,1,1,0,3,111102
15359,,Logan,M,Yang,,8387 B Way,,Edmonds,Washington,United States,98020,108-555-0126,1933-04-07,Graduate Degree,Management,M,M,1,2,0,4,108326
15360,,Ryan,,Martin,,2761 Willcrest Circle,,Burbank,California,United States,91502,523-555-0164,1933-06-22,Graduate Degree,Management,M,M,1,1,2,2,182878
15361,,Thomas,,Gonzales,,2489 Driving Drive,,Santa Cruz,California,United States,95062,709-555-0190,1933-05-18,Graduate Degree,Management,M,S,0,4,0,0,171988
15362,,Jennifer,,Adams,,7700 Meaham Drive,,Shawnee,British Columbia,Canada,V8Z 4N5,124-555-0126,1965-12-06,Partial College,Professional,F,M,1,3,4,4,112427
15363,,Justin,S,Yang,,6813 Morning Way,,Sooke,British Columbia,Canada,V0,289-555-0163,1965-02-26,Partial College,Professional,M,M,1,3,4,4,144924
15365,,Victoria,,Gray,,586 Willow Pass Dr.,,Glendale,California,United States,91203,355-555-0189,1965-10-24,Bachelors ,Management,F,M,1,4,2,3,144509
15369,,Connor,,Perez,,1522 Azalea Ave.,,Burien,Washington,United States,98168,551-555-0195,1956-02-21,Partial College,Professional,M,M,1,0,2,3,98532
15370,,Jessica,K,Butler,,2080 Mountain View Dr.,,Lebanon,Oregon,United States,97355,830-555-0114,1956-07-03,Partial College,Professional,F,M,0,0,3,4,75356
15372,,Miguel,,Alexander,,6628 Moretti Drive,,Bremerton,Washington,United States,98312,555-555-0138,1956-07-19,Partial College,Professional,M,M,0,2,0,3,124694
15373,,Kaitlyn,,Jones,,3788 Concord Place,,Everett,Washington,United States,98201,967-555-0173,1934-04-19,Graduate Degree,Management,F,M,1,2,0,2,104828
15374,,Donna,,Kumar,,2639 Parkview Court,,Burlingame,California,United States,94010,985-555-0182,1934-10-12,Graduate Degree,Management,F,M,1,2,0,4,108492
15375,,Alisha,M,Chande,,4836 Stratton Circle,,Colma,California,United States,94014,276-555-0131,1934-09-15,Graduate Degree,Management,F,S,1,2,0,4,123228
15376,,Megan,A,Sanders,,7476 Halfmoon Court,,Sooke,British Columbia,Canada,V0,127-555-0148,1963-05-06,Partial College,Professional,F,S,0,2,3,4,95493
15377,,Brianna,,Jackson,,5108 C Mt. Hood Cr.,,Victoria,British Columbia,Canada,V8V,259-555-0163,1963-07-05,Partial College,Professional,F,S,1,2,3,4,99066
15378,,Devin,J,Ward,,7983 Pinecrest Dr.,,Westminster,British Columbia,Canada,V3L 1H4,450-555-0162,1963-03-06,Partial College,Professional,M,M,1,2,3,4,121133
15379,,Amanda,A,Griffin,,7 Pastel Drive,,San Diego,California,United States,92102,498-555-0118,1963-11-23,Bachelors ,Management,F,M,1,4,2,3,146906
15380,,Nathan,T,Robinson,,8072 Chickpea Ct,,Kirkland,Washington,United States,98033,689-555-0128,1962-10-08,Partial College,Professional,M,M,1,3,2,2,100258
15381,,Alexa,,Howard,,5041 Stillwater Court,# 205,Olympia,Washington,United States,98501,769-555-0136,1962-05-10,Partial College,Professional,F,M,1,3,2,2,100405
15382,,Kimberly,R,Blue,,3219 Sandra Circle,,Berkeley,California,United States,94704,141-555-0165,1962-05-11,Bachelors ,Management,F,M,1,2,3,3,141740
15383,,Charles,,Rivera,,9497 Richard Ave.,,Lemon Grove,California,United States,91945,960-555-0112,1962-10-28,Bachelors ,Management,M,M,1,4,2,2,164271
15384,,Xavier,,Alan,,5952 Haven Drive,,Beaverton,Oregon,United States,97005,326-555-0171,1961-02-23,Partial College,Professional,M,M,1,3,4,5,123870
15385,,Destiny,,Reed,,6284 Levee Rd.,,Lebanon,Oregon,United States,97355,615-555-0184,1961-06-14,High School,Professional,F,M,1,1,3,4,99947
15386,,Nicholas,,Taylor,,4909 Poco Lane,,Renton,Washington,United States,98055,298-555-0196,1961-03-08,High School,Professional,M,S,0,2,3,4,124132
15387,,Miguel,B,Rodriguez,,6448 Castle Court,,Chula Vista,California,United States,91910,988-555-0125,1961-02-13,Partial College,Professional,M,M,1,4,3,3,167796
15388,,Victoria,,Smith,,581 Roanoke Dr.,,Downey,California,United States,90241,254-555-0158,1961-01-19,Bachelors ,Management,F,M,1,1,3,3,148771
15389,,Joan,E,King,,3477 Sunset Meadows,,Palo Alto,California,United States,94303,434-555-0189,1961-09-06,Bachelors ,Management,F,S,0,3,3,3,149905
15390,,Jonathan,B,Turner,,3016 Heald Court,,Portland,Oregon,United States,97205,195-555-0123,1955-05-04,High School,Professional,M,M,0,2,0,2,82166
15391,,Jordyn,K,Powell,,3156 Crystal Avenue,,Newton,British Columbia,Canada,V2M1N7,809-555-0141,1955-03-20,High School,Professional,F,M,0,1,1,2,98927
15393,,Rebekah,E,Ruiz,,6728 Palisade Court,,Berkeley,California,United States,94704,860-555-0140,1935-10-02,Graduate Degree,Management,F,M,1,2,0,2,95696
15395,,Joseph,D,Clark,,9608 Grammercy Lane,,Victoria,British Columbia,Canada,V8V,656-555-0119,1960-10-17,Partial College,Professional,M,S,1,3,4,5,116381
15396,,Julia,,Wilson,,9169 Olivera Road,,Olympia,Washington,United States,98501,265-555-0181,1960-11-02,Partial College,Professional,F,M,1,4,2,3,100712
15397,,Karl,,Tang,,2171 H Stagecoach Rd,#77,Burbank,California,United States,91502,746-555-0140,1960-06-07,Partial College,Professional,M,M,0,4,3,5,154457
15398,,Jose,,Wang,,7332 Arcadia Pl,,Oakland,California,United States,94611,177-555-0147,1960-10-13,Partial College,Professional,M,M,1,4,2,2,176379
15400,,Samuel,W,Roberts,,1262 West Rd.,,Mill Valley,California,United States,94941,429-555-0180,1954-09-19,Partial High School,Skilled Manual,M,M,0,2,0,2,78154
15401,,Rachel,R,Hughes,,5974 N St.,,Lemon Grove,California,United States,91945,292-555-0117,1954-08-16,Partial High School,Skilled Manual,F,S,1,2,0,2,71333
15402,,Connor,J,Evans,,69 Market Pl.,,Westminster,British Columbia,Canada,V3L 1H4,934-555-0148,1954-08-16,Partial High School,Skilled Manual,M,M,0,2,0,2,97271
15403,,Jeremiah,L,Ross,,6034 Thunderbird Dr.,,Coronado,California,United States,92118,137-555-0112,1954-09-06,Partial High School,Skilled Manual,M,M,0,2,0,2,83477
15404,,Sydney,L,Robinson,,4697 Pepperidge Way,,Torrance,California,United States,90505,837-555-0132,1954-05-03,High School,Professional,F,S,1,1,1,3,71201
15405,,Miguel,E,Ross,,7784 Mt. Etna,,Berkeley,California,United States,94704,998-555-0130,1953-03-24,Graduate Degree,Management,M,M,1,2,0,3,121053
15406,,Amanda,,Butler,,2957 Tri-state Avenue,,Milwaukie,Oregon,United States,97222,920-555-0197,1953-05-26,Graduate Degree,Management,F,S,1,2,0,3,94114
15407,,Julia,,Lee,,3148 Rose Street,,Bothell,Washington,United States,98011,870-555-0110,1953-09-06,Graduate Degree,Management,F,S,1,2,0,3,97091
15408,,Olivia,,Thompson,,7982 D Kiska Ct.,,Glendale,California,United States,91203,306-555-0142,1953-10-26,Graduate Degree,Management,F,S,1,2,0,3,94037
15409,,Eduardo,J,Cooper,,1454 Santa Barbara Rd.,,Puyallup,Washington,United States,98371,641-555-0174,1952-08-03,Partial College,Professional,M,M,0,2,0,3,68510
15410,,Katherine,B,Harris,,4945 Noah Court,,Burbank,California,United States,91502,157-555-0177,1952-06-22,Partial College,Professional,F,M,0,2,0,3,51844
15412,,Ryan,A,Griffin,,2599 Amaranth Way,,Coronado,California,United States,92118,497-555-0186,1937-06-14,Graduate Degree,Management,M,M,1,3,3,3,183572
15413,,Donald,,Prasad,,873 Wellington Avenue,,Cliffside,British Columbia,Canada,V8Y 1L1,974-555-0121,1937-09-04,Bachelors ,Management,M,M,1,4,3,3,155833
15414,,Isaac,B,Richardson,,7741 Morgan Ave.,,Beverly Hills,California,United States,90210,786-555-0138,1939-09-03,Graduate Degree,Management,M,M,1,0,4,4,172783
15415,,Rachel,,Gray,,3890 El Camino Drive,,Spokane,Washington,United States,99202,488-555-0149,1939-05-14,Graduate Degree,Management,F,M,0,1,4,4,158125
15416,,Edward,A,Barnes,,3043 Gregory Dr.,,Milwaukie,Oregon,United States,97222,165-555-0162,1940-02-19,Graduate Degree,Management,M,M,1,3,3,3,157045
15418,,Angel,E,Kelly,,4791 Wightman Lane,,Port Hammond,British Columbia,Canada,V6B 3P7,128-555-0140,1968-10-05,Bachelors ,Management,M,S,0,2,4,4,123444
15419,,Carlos,,Baker,,1005 Tanager Court,,Corvallis,Oregon,United States,97330,765-555-0115,1968-01-17,Bachelors ,Management,M,S,1,2,0,2,127480
15420,,Nathan,B,Hernandez,,4248 Semillon Circle,,Issaquah,Washington,United States,98027,981-555-0180,1968-10-02,Bachelors ,Management,M,M,1,3,0,2,131931
15421,,Cameron,W,Clark,,1430 N. Civic Drive,,Renton,Washington,United States,98055,889-555-0157,1968-03-03,Bachelors ,Management,M,S,0,3,0,3,122710
15422,,Kelly,F,Griffin,,1561 Black Point Pl,,W. Linn,Oregon,United States,97068,835-555-0134,1979-07-10,High School,Skilled Manual,F,M,1,2,0,0,28633
15423,,Jack,,Long,,5792 Mori Court,,Walla Walla,Washington,United States,99362,236-555-0115,1979-04-26,High School,Skilled Manual,M,S,0,2,0,0,55237
15424,,Rebecca,C,Hill,,4986 Treat Blvd.,,Beverly Hills,California,United States,90210,678-555-0155,1979-06-12,Partial College,Skilled Manual,F,S,0,1,0,0,44315
15425,,Tina,L,Sai,,1087 Park Tree Ct.,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0114,1944-09-25,High School,Skilled Manual,F,M,0,2,0,5,19770
15426,,Cristina,N,Kumar,,9995 Le Jean Way,,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0135,1944-02-17,High School,Skilled Manual,F,S,1,3,0,5,18296
15427,,Jade,,Murphy,,7444 Margo Drive,,San Diego,California,United States,92102,109-555-0190,1979-11-18,Partial College,Skilled Manual,F,S,0,1,0,0,66494
15428,,Richard,D,Howard,,5391 Ashford Court,,Spring Valley,California,United States,91977,321-555-0115,1979-05-01,Partial College,Skilled Manual,M,M,1,2,0,0,83615
15429,,Aaron,,Li,,8345 Orangewood Ave.,,West Covina,California,United States,91791,681-555-0150,1979-04-19,Partial College,Skilled Manual,M,M,0,2,0,0,106771
15430,,Alfredo,,Jiménez,,8241 San Jose Drive,,Burien,Washington,United States,98168,466-555-0112,1978-06-09,Partial College,Skilled Manual,M,M,1,1,0,0,43052
15431,,John,,Jackson,,5584 Greenview Court,,Berkeley,California,United States,94704,259-555-0126,1978-03-17,Partial College,Skilled Manual,M,M,1,1,0,0,61160
15432,,Alvin,R,Kumar,,3612 Vista Place,,Colma,California,United States,94014,768-555-0154,1978-08-18,Partial College,Skilled Manual,M,S,1,2,0,0,89347
15433,,Adam,,Sharma,,5093 Greer Ave,,Concord,California,United States,94519,385-555-0155,1978-08-18,Partial College,Skilled Manual,M,S,0,2,0,0,76524
15434,,Brent,,Zhou,,8753 Black Walnut Ct.,,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0197,1945-01-19,High School,Skilled Manual,M,M,0,2,0,4,40088
15435,,Geoffrey,P,Raman,,8814 Fieldbrook Pl,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0130,1946-10-12,Partial College,Clerical,M,S,1,2,0,2,58904
15437,,Candace,,Srini,,2096 Trinity Ave.,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0110,1947-06-22,High School,Skilled Manual,F,M,1,2,0,4,24013
15438,,Arthur,,Rodriguez,,5506 Jimno Ave,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0151,1947-03-11,Partial College,Clerical,M,M,0,2,0,2,50060
15439,,Mason,,Evans,,4596 West St.,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0185,1948-01-15,Partial High School,Clerical,M,M,1,2,1,2,31092
15440,,Jon,H,Pal,,8837 Almond Avenue,,Berkshire,England,United Kingdom,RG11 5TP,1 (11) 500 555-0153,1974-03-23,Graduate Degree,Manual,M,M,1,0,0,0,32749
15441,,Christy,L,Zeng,,608 Jeanne Circle,,High Wycombe,England,United Kingdom,HP10 9QY,1 (11) 500 555-0116,1966-02-17,Graduate Degree,Manual,F,M,1,0,0,1,27864
15443,,Francisco,,Patel,,Auf dem Ufer 764,,Berlin,Hessen,Germany,12171,1 (11) 500 555-0185,1962-03-26,Graduate Degree,Manual,M,M,1,0,0,1,44081
15444,,Roy,S,Fernandez,,9907 Via Appia,,York,England,United Kingdom,Y03 4TN,1 (11) 500 555-0114,1962-02-09,Graduate Degree,Clerical,M,M,1,0,0,1,47700
15445,,Bob,,Lopez,,"75, rue de Terre Neuve",,Orly,Val de Marne,France,94310,1 (11) 500 555-0180,1962-12-13,Graduate Degree,Clerical,M,M,1,0,0,1,48892
15447,,Regina,,Madan,,"6, avenue du Québec",,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0110,1961-05-11,Graduate Degree,Clerical,F,M,1,0,0,1,45777
15449,,Cedric,,Yuan,,4524 P St.,,York,England,United Kingdom,Y024 1GF,1 (11) 500 555-0176,1935-02-15,Graduate Degree,Clerical,M,M,1,0,0,1,94173
15450,,Marshall,D,Black,,"48bis, boulevard du Montparnasse",,Metz,Moselle,France,57000,1 (11) 500 555-0197,1936-06-10,Graduate Degree,Clerical,M,M,1,0,0,1,49840
15451,,Linda,A,Munoz,,"8, quai de Grenelle",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0143,1962-05-19,Graduate Degree,Clerical,F,M,1,0,0,4,54992
15452,,Alison,,Goel,,"9851, rue de Varenne",,Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0113,1958-08-19,Bachelors ,Manual,F,M,1,0,0,1,23537
15453,,Isabelle,C,Barnes,,4771 Kenston Dr,,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0190,1958-08-11,Bachelors ,Manual,F,M,1,0,0,1,41497
15455,,Denise,F,Raman,,"11, avenue du Président-Kennedy",,Roubaix,Nord,France,59100,1 (11) 500 555-0113,1940-04-09,Partial College,Manual,F,S,1,1,0,2,20740
15456,,Donald,,Suri,,Alderstr 2646,,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0154,1940-10-14,Bachelors ,Clerical,M,S,1,0,0,1,25371
15457,,Adriana,S,Martinez,,Brunnenstr 6675,,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0176,1941-02-28,Partial College,Manual,F,M,1,0,0,1,22353
15458,,Krystal,M,Ma,,Wertheimer Straße 432,,Hof,Bayern,Germany,95010,1 (11) 500 555-0194,1942-06-27,Partial College,Manual,F,M,1,0,0,1,26531
15459,,Beth,,Dominguez,,Herzogstr 228,,Mühlheim,Hamburg,Germany,63151,1 (11) 500 555-0179,1942-04-13,Partial College,Manual,F,M,1,0,0,1,27386
15460,,Bethany,,Nara,,Am Karlshof 6200,,Poing,Saarland,Germany,66041,1 (11) 500 555-0187,1942-02-13,Partial College,Manual,F,M,1,0,0,1,12657
15461,,Alberto,R,Gutierrez,,8641 Summit View Dr.,,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0128,1942-05-13,Bachelors ,Clerical,M,M,1,0,0,1,61473
15462,,Tony,C,Chande,,Attaché de Presse,,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0115,1943-08-27,Partial College,Manual,M,M,1,1,0,3,27953
15463,,Terrence,T,Yuan,,"663, rue des Ecoles",,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0175,1943-11-19,Partial College,Manual,M,S,1,1,0,3,27343
15464,,Kristi,,Blanco,,6027 Lisa Ann Street,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0142,1980-04-04,Partial College,Manual,F,M,0,1,0,0,24105
15465,,Jacquelyn,,Navarro,,8589 Shady Ln.,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0132,1980-09-03,Partial College,Manual,F,M,0,1,0,0,24262
15466,,Elijah,,Perez,,2590 Concord,,San Carlos,California,United States,94070,228-555-0141,1970-01-08,Bachelors ,Skilled Manual,M,M,1,0,1,1,51051
15468,,Emma,,Foster,,3718 Loma Linda,,Shawnee,British Columbia,Canada,V9B 5T2,573-555-0116,1970-11-10,Bachelors ,Skilled Manual,F,M,1,1,1,1,52630
15469,,Fernando,L,Williams,,7172 Parkway Drive,,Santa Cruz,California,United States,95062,133-555-0176,1970-10-28,Graduate Degree,Professional,M,M,1,0,0,1,117725
15470,,Hailey,M,Lopez,,6345 Dartmouth Way,,Lemon Grove,California,United States,91945,967-555-0118,1970-02-21,Graduate Degree,Professional,F,M,1,0,0,1,87437
15471,,Destiny,D,White,,9428 Veronica Ct.,,Palo Alto,California,United States,94303,791-555-0152,1969-03-08,Bachelors ,Skilled Manual,F,S,1,0,2,2,44432
15472,,Jennifer,B,Torres,,7688 P St.,,Marysville,Washington,United States,98270,336-555-0135,1969-10-18,Bachelors ,Skilled Manual,F,S,1,0,2,2,63015
15473,,Abigail,,Jenkins,,4838 Second Street,,Coronado,California,United States,92118,135-555-0132,1969-04-15,Bachelors ,Skilled Manual,F,S,0,0,2,2,46335
15474,,Cameron,M,Lal,,536 Panoramic Avenue,,Beverly Hills,California,United States,90210,906-555-0115,1969-05-02,Bachelors ,Skilled Manual,M,M,1,0,2,2,55382
15475,,Kaitlyn,S,Brooks,,1342 Isla Bonita,,Woodland Hills,California,United States,91364,674-555-0174,1969-10-18,Bachelors ,Skilled Manual,F,S,1,0,2,2,60250
15476,,Alyssa,,Powell,,8597 Sandra,,Long Beach,California,United States,90802,489-555-0146,1969-11-01,Graduate Degree,Professional,F,S,1,0,0,1,92956
15477,,Jose,J,Adams,,8735 Golf Club Rd.,,Colma,California,United States,94014,644-555-0114,1969-08-11,Graduate Degree,Professional,M,S,1,0,0,1,102629
15478,,Melanie,B,Russell,,498 Willow Pass Rd,#61,Metchosin,British Columbia,Canada,V9,212-555-0195,1971-08-19,Graduate Degree,Professional,F,M,1,0,0,1,111081
15479,,Andrea,,Wright,,1086 Rose Dr.,,Olympia,Washington,United States,98501,817-555-0190,1971-08-21,Graduate Degree,Professional,F,M,1,0,0,1,93481
15480,,Denise,K,Lopez,,6843 San Simeon Dr.,,Burbank,California,United States,91502,646-555-0179,1971-07-23,Graduate Degree,Professional,F,M,1,0,0,2,86837
15481,,Jamie,M,Zhang,,267 Aspen Drive,,Burlingame,California,United States,94010,238-555-0175,1971-08-25,Graduate Degree,Professional,F,S,1,0,0,2,96463
15482,,Audrey,L,Rubio,,1713 StandingView Dr.,,Chula Vista,California,United States,91910,124-555-0139,1971-02-08,Graduate Degree,Professional,F,M,1,0,0,2,88564
15483,,Katherine,,Robinson,,7294 Kathleen Drive,,San Gabriel,California,United States,91776,351-555-0116,1971-05-08,Graduate Degree,Professional,F,M,1,0,0,3,92748
15484,,Samuel,L,Henderson,,9414 Pampered Ct,,West Covina,California,United States,91791,601-555-0167,1971-06-20,Graduate Degree,Professional,M,M,1,0,0,1,151009
15485,,Jordan,,Wright,,8308 Roskelley Drive,,Imperial Beach,California,United States,91932,648-555-0150,1969-11-19,Graduate Degree,Professional,F,M,1,0,0,1,110343
15487,,Jesse,,Ramirez,,9746 Gumwood Dr.,,Spring Valley,California,United States,91977,226-555-0191,1969-09-09,Graduate Degree,Professional,M,S,1,0,0,1,107379
15488,,Evan,J,Richardson,,6713 Eaker Way,,Burnaby,British Columbia,Canada,V3J 6Z3,680-555-0155,1969-03-27,Graduate Degree,Professional,M,M,1,0,0,1,119384
15489,,Emily,,Thompson,,5230 E. 67th Street,,Walla Walla,Washington,United States,99362,639-555-0149,1968-07-26,Bachelors ,Skilled Manual,F,S,1,0,2,2,81148
15490,,Kaitlyn,R,Rivera,,9748 Sutherland Dr,,Port Hammond,British Columbia,Canada,V6B 3P7,197-555-0170,1968-02-03,Bachelors ,Skilled Manual,F,S,0,0,2,2,76310
15491,,Shannon,A,Li,,5243 Harmony Way,,Clearwater,Florida,United States,33755,757-555-0175,1968-04-23,Bachelors ,Skilled Manual,F,S,1,1,2,2,65890
15492,,Grace,J,Long,,2135 St. Paul Way,,Kirkland,Washington,United States,98033,702-555-0149,1968-10-19,Bachelors ,Skilled Manual,F,S,1,1,2,2,68842
